国家,美国
2016/7/2,#N/A
2016/7/3,#N/A
2016/7/4,#N/A
2016/7/5,2.767
2016/7/6,2.798
2016/7/7,2.756
2016/7/8,2.817
2016/7/9,#N/A
2016/7/10,#N/A
2016/7/11,2.712
2016/7/12,2.737
2016/7/13,2.746
2016/7/14,2.728
2016/7/15,2.756
2016/7/16,#N/A
2016/7/17,#N/A
2016/7/18,2.734
2016/7/19,2.72
2016/7/20,2.654
2016/7/21,2.688
2016/7/22,2.783
2016/7/23,#N/A
2016/7/24,#N/A
2016/7/25,2.731
2016/7/26,2.695
2016/7/27,2.68
2016/7/28,2.857
2016/7/29,2.856
2016/7/30,#N/A
2016/7/31,#N/A
2016/8/1,2.774
2016/8/2,2.737
2016/8/3,2.845
2016/8/4,2.825
2016/8/5,2.76
2016/8/6,#N/A
2016/8/7,#N/A
2016/8/8,2.739
2016/8/9,2.618
2016/8/10,2.573
2016/8/11,2.535
2016/8/12,2.595
2016/8/13,#N/A
2016/8/14,#N/A
2016/8/15,2.592
2016/8/16,2.629
2016/8/17,2.612
2016/8/18,2.66
2016/8/19,2.571
2016/8/20,#N/A
2016/8/21,#N/A
2016/8/22,2.671
2016/8/23,2.76
2016/8/24,2.79
2016/8/25,2.836
2016/8/26,2.855
2016/8/27,#N/A
2016/8/28,#N/A
2016/8/29,2.879
2016/8/30,2.831
2016/8/31,2.88
2016/9/1,2.805
2016/9/2,2.791
2016/9/3,#N/A
2016/9/4,#N/A
2016/9/5,#N/A
2016/9/6,2.723
2016/9/7,2.686
2016/9/8,2.798
2016/9/9,2.797
2016/9/10,#N/A
2016/9/11,#N/A
2016/9/12,2.903
2016/9/13,2.902
2016/9/14,2.898
2016/9/15,2.913
2016/9/16,2.956
2016/9/17,#N/A
2016/9/18,#N/A
2016/9/19,2.938
2016/9/20,3.066
2016/9/21,3.069
2016/9/22,2.992
2016/9/23,2.976
2016/9/24,#N/A
2016/9/25,#N/A
2016/9/26,3.009
2016/9/27,2.987
2016/9/28,2.95
2016/9/29,2.964
2016/9/30,2.903
2016/10/1,#N/A
2016/10/2,#N/A
2016/10/3,2.906
2016/10/4,2.974
2016/10/5,3.033
2016/10/6,3.037
2016/10/7,3.172
2016/10/8,#N/A
2016/10/9,#N/A
2016/10/10,3.275
2016/10/11,3.225
2016/10/12,3.214
2016/10/13,3.342
2016/10/14,3.284
2016/10/15,#N/A
2016/10/16,#N/A
2016/10/17,3.252
2016/10/18,3.256
2016/10/19,3.169
2016/10/20,3.121
2016/10/21,2.961
2016/10/22,#N/A
2016/10/23,#N/A
2016/10/24,2.851
2016/10/25,2.757
2016/10/26,2.745
2016/10/27,2.781
2016/10/28,3.114
2016/10/29,#N/A
2016/10/30,#N/A
2016/10/31,2.98
2016/11/1,2.854
2016/11/2,2.777
2016/11/3,2.816
2016/11/4,2.781
2016/11/5,#N/A
2016/11/6,#N/A
2016/11/7,2.829
2016/11/8,2.617
2016/11/9,2.703
2016/11/10,2.655
2016/11/11,2.626
2016/11/12,#N/A
2016/11/13,#N/A
2016/11/14,2.749
2016/11/15,2.705
2016/11/16,2.77
2016/11/17,2.694
2016/11/18,2.847
2016/11/19,#N/A
2016/11/20,#N/A
2016/11/21,2.969
2016/11/22,2.94
2016/11/23,3.011
2016/11/24,#N/A
2016/11/25,3.071
2016/11/26,#N/A
2016/11/27,#N/A
2016/11/28,3.191
2016/11/29,3.328
2016/11/30,3.346
2016/12/1,3.541
2016/12/2,3.455
2016/12/3,#N/A
2016/12/4,#N/A
2016/12/5,3.589
2016/12/6,3.634
2016/12/7,3.565
2016/12/8,3.716
2016/12/9,3.724
2016/12/10,#N/A
2016/12/11,#N/A
2016/12/12,3.531
2016/12/13,3.477
2016/12/14,3.571
2016/12/15,3.424
2016/12/16,3.382
2016/12/17,#N/A
2016/12/18,#N/A
2016/12/19,3.403
2016/12/20,3.311
2016/12/21,3.572
2016/12/22,3.536
2016/12/23,3.677
2016/12/24,#N/A
2016/12/25,#N/A
2016/12/26,#N/A
2016/12/27,3.726
2016/12/28,3.965
2016/12/29,3.798
2016/12/30,3.744
2016/12/31,#N/A
2017/1/1,#N/A
2017/1/2,#N/A
2017/1/3,3.316
2017/1/4,3.257
2017/1/5,3.305
2017/1/6,3.262
2017/1/7,#N/A
2017/1/8,#N/A
2017/1/9,3.119
2017/1/10,3.27
2017/1/11,3.294
2017/1/12,3.383
2017/1/13,3.422
2017/1/14,#N/A
2017/1/15,#N/A
2017/1/16,3.481
2017/1/17,3.396
2017/1/18,3.319
2017/1/19,3.302
2017/1/20,3.2
2017/1/21,#N/A
2017/1/22,#N/A
2017/1/23,3.273
2017/1/24,3.293
2017/1/25,3.362
2017/1/26,3.35
2017/1/27,3.353
2017/1/28,#N/A
2017/1/29,#N/A
2017/1/30,3.229
2017/1/31,3.133
2017/2/1,3.168
2017/2/2,3.193
2017/2/3,3.053
2017/2/4,#N/A
2017/2/5,#N/A
2017/2/6,3.057
2017/2/7,3.144
2017/2/8,3.141
2017/2/9,3.117
2017/2/10,3.035
2017/2/11,#N/A
2017/2/12,#N/A
2017/2/13,2.928
2017/2/14,2.934
2017/2/15,2.934
2017/2/16,2.832
2017/2/17,2.843
2017/2/18,#N/A
2017/2/19,#N/A
2017/2/20,#N/A
2017/2/21,2.579
2017/2/22,2.6
2017/2/23,2.626
2017/2/24,2.67
2017/2/25,#N/A
2017/2/26,#N/A
2017/2/27,2.692
2017/2/28,2.768
2017/3/1,2.797
2017/3/2,2.814
2017/3/3,2.825
2017/3/4,#N/A
2017/3/5,#N/A
2017/3/6,2.874
2017/3/7,2.838
2017/3/8,2.918
2017/3/9,2.986
2017/3/10,3.042
2017/3/11,#N/A
2017/3/12,#N/A
2017/3/13,3.025
2017/3/14,2.948
2017/3/15,2.977
2017/3/16,2.908
2017/3/17,2.962
2017/3/18,#N/A
2017/3/19,#N/A
2017/3/20,3.077
2017/3/21,3.092
2017/3/22,3.019
2017/3/23,3.05
2017/3/24,3.081
2017/3/25,#N/A
2017/3/26,#N/A
2017/3/27,3.051
2017/3/28,3.092
2017/3/29,3.141
2017/3/30,3.197
2017/3/31,3.192
2017/4/1,#N/A
2017/4/2,#N/A
2017/4/3,3.147
2017/4/4,3.291
2017/4/5,3.276
2017/4/6,3.306
2017/4/7,3.249
2017/4/8,#N/A
2017/4/9,#N/A
2017/4/10,3.242
2017/4/11,3.168
2017/4/12,3.179
2017/4/13,3.239
2017/4/14,#N/A
2017/4/15,#N/A
2017/4/16,#N/A
2017/4/17,3.162
2017/4/18,3.152
2017/4/19,3.19
2017/4/20,3.168
2017/4/21,3.096
2017/4/22,#N/A
2017/4/23,#N/A
2017/4/24,3.064
2017/4/25,3.054
2017/4/26,3.14
2017/4/27,3.241
2017/4/28,3.269
2017/4/29,#N/A
2017/4/30,#N/A
2017/5/1,3.231
2017/5/2,3.186
2017/5/3,3.219
2017/5/4,3.201
2017/5/5,3.279
2017/5/6,#N/A
2017/5/7,#N/A
2017/5/8,3.177
2017/5/9,3.215
2017/5/10,3.28
2017/5/11,3.364
2017/5/12,3.426
2017/5/13,#N/A
2017/5/14,#N/A
2017/5/15,3.355
2017/5/16,3.229
2017/5/17,3.208
2017/5/18,3.187
2017/5/19,3.246
2017/5/20,#N/A
2017/5/21,#N/A
2017/5/22,3.327
2017/5/23,3.23
2017/5/24,3.205
2017/5/25,3.19
2017/5/26,3.252
2017/5/27,#N/A
2017/5/28,#N/A
2017/5/29,#N/A
2017/5/30,3.143
2017/5/31,3.08
2017/6/1,3.049
2017/6/2,3.004
2017/6/3,#N/A
2017/6/4,#N/A
2017/6/5,2.978
2017/6/6,3.057
2017/6/7,3.018
2017/6/8,3.038
2017/6/9,3.044
2017/6/10,#N/A
2017/6/11,#N/A
2017/6/12,3.008
2017/6/13,2.963
2017/6/14,2.947
2017/6/15,3.05
2017/6/16,3.028
2017/6/17,#N/A
2017/6/18,#N/A
2017/6/19,2.892
2017/6/20,2.896
2017/6/21,2.892
2017/6/22,2.897
2017/6/23,2.921
2017/6/24,#N/A
2017/6/25,#N/A
2017/6/26,3.047
2017/6/27,3.02
2017/6/28,3.064
2017/6/29,3.037
2017/6/30,3.041
2017/7/1,#N/A
2017/7/2,#N/A
2017/7/3,2.95
2017/7/4,2.984
2017/7/5,2.853
2017/7/6,2.892
2017/7/7,2.854
2017/7/8,#N/A
2017/7/9,#N/A
2017/7/10,2.924
2017/7/11,3.036
2017/7/12,2.995
2017/7/13,2.961
2017/7/14,2.977
2017/7/15,#N/A
2017/7/16,#N/A
2017/7/17,3.024
2017/7/18,3.085
2017/7/19,3.067
2017/7/20,3.033
2017/7/21,2.96
2017/7/22,#N/A
2017/7/23,#N/A
2017/7/24,2.902
2017/7/25,2.942
2017/7/26,2.926
2017/7/27,2.987
2017/7/28,2.923
2017/7/29,#N/A
2017/7/30,#N/A
2017/7/31,2.81
2017/8/1,2.821
2017/8/2,2.815
2017/8/3,2.794
2017/8/4,2.776
2017/8/5,#N/A
2017/8/6,#N/A
2017/8/7,2.805
2017/8/8,2.814
2017/8/9,2.88
2017/8/10,2.979
2017/8/11,2.99
2017/8/12,#N/A
2017/8/13,#N/A
2017/8/14,2.956
2017/8/15,2.924
2017/8/16,2.889
2017/8/17,2.92
2017/8/18,2.885
2017/8/19,#N/A
2017/8/20,#N/A
2017/8/21,2.965
2017/8/22,2.937
2017/8/23,2.925
2017/8/24,2.943
2017/8/25,2.896
2017/8/26,#N/A
2017/8/27,#N/A
2017/8/28,2.923
2017/8/29,2.992
2017/8/30,2.943
2017/8/31,3.03
2017/9/1,3.067
2017/9/2,#N/A
2017/9/3,#N/A
2017/9/4,3.019
2017/9/5,2.972
2017/9/6,3.007
2017/9/7,2.976
2017/9/8,2.9
2017/9/9,#N/A
2017/9/10,#N/A
2017/9/11,2.95
2017/9/12,3.002
2017/9/13,3.059
2017/9/14,3.066
2017/9/15,3.035
2017/9/16,#N/A
2017/9/17,#N/A
2017/9/18,3.154
2017/9/19,3.121
2017/9/20,3.082
2017/9/21,2.955
2017/9/22,2.945
2017/9/23,#N/A
2017/9/24,#N/A
2017/9/25,2.922
2017/9/26,2.918
2017/9/27,2.97
2017/9/28,3.02
2017/9/29,3.018
2017/9/30,#N/A
2017/10/1,#N/A
2017/10/2,2.924
2017/10/3,2.901
2017/10/4,2.936
2017/10/5,2.896
2017/10/6,2.865
2017/10/7,#N/A
2017/10/8,#N/A
2017/10/9,2.836
2017/10/10,2.881
2017/10/11,2.905
2017/10/12,2.987
2017/10/13,3.002
2017/10/14,#N/A
2017/10/15,#N/A
2017/10/16,2.954
2017/10/17,2.923
2017/10/18,2.864
2017/10/19,2.886
2017/10/20,2.91
2017/10/21,#N/A
2017/10/22,#N/A
2017/10/23,2.966
2017/10/24,2.988
2017/10/25,2.929
2017/10/26,2.896
2017/10/27,2.755
2017/10/28,#N/A
2017/10/29,#N/A
2017/10/30,2.988
2017/10/31,2.905
2017/11/1,2.895
2017/11/2,2.935
2017/11/3,2.994
2017/11/4,#N/A
2017/11/5,#N/A
2017/11/6,3.117
2017/11/7,3.16
2017/11/8,3.155
2017/11/9,3.211
2017/11/10,3.22
2017/11/11,#N/A
2017/11/12,#N/A
2017/11/13,3.141
2017/11/14,3.081
2017/11/15,3.088
2017/11/16,3.072
2017/11/17,3.132
2017/11/18,#N/A
2017/11/19,#N/A
2017/11/20,3.03
2017/11/21,3.015
2017/11/22,2.958
2017/11/23,2.899
2017/11/24,2.827
2017/11/25,#N/A
2017/11/26,#N/A
2017/11/27,2.95
2017/11/28,3.06
2017/11/29,3.176
2017/11/30,3.023
2017/12/1,3.059
2017/12/2,#N/A
2017/12/3,#N/A
2017/12/4,2.973
2017/12/5,2.91
2017/12/6,2.911
2017/12/7,2.769
2017/12/8,2.789
2017/12/9,#N/A
2017/12/10,#N/A
2017/12/11,2.803
2017/12/12,2.692
2017/12/13,2.696
2017/12/14,2.687
2017/12/15,2.622
2017/12/16,#N/A
2017/12/17,#N/A
2017/12/18,2.735
2017/12/19,2.718
2017/12/20,2.652
2017/12/21,2.619
2017/12/22,2.681
2017/12/23,#N/A
2017/12/24,#N/A
2017/12/25,#N/A
2017/12/26,2.635
2017/12/27,2.745
2017/12/28,2.929
2017/12/29,2.955
2017/12/30,#N/A
2017/12/31,#N/A
2018/1/1,#N/A
2018/1/2,3.037
2018/1/3,3.012
2018/1/4,2.872
2018/1/5,2.787
2018/1/6,#N/A
2018/1/7,#N/A
2018/1/8,2.838
2018/1/9,2.957
2018/1/10,2.908
2018/1/11,3.136
2018/1/12,3.206
2018/1/13,#N/A
2018/1/14,#N/A
2018/1/15,#N/A
2018/1/16,3.125
2018/1/17,3.247
2018/1/18,3.197
2018/1/19,3.18
2018/1/20,#N/A
2018/1/21,#N/A
2018/1/22,3.248
2018/1/23,3.541
2018/1/24,3.434
2018/1/25,3.436
2018/1/26,3.52
2018/1/27,#N/A
2018/1/28,#N/A
2018/1/29,3.631
2018/1/30,3.163
2018/1/31,2.958
2018/2/1,2.885
2018/2/2,2.863
2018/2/3,#N/A
2018/2/4,#N/A
2018/2/5,2.759
2018/2/6,2.763
2018/2/7,2.701
2018/2/8,2.691
2018/2/9,2.605
2018/2/10,#N/A
2018/2/11,#N/A
2018/2/12,2.565
2018/2/13,2.607
2018/2/14,2.614
2018/2/15,2.581
2018/2/16,2.572
2018/2/17,#N/A
2018/2/18,#N/A
2018/2/19,#N/A
2018/2/20,2.637
2018/2/21,2.652
2018/2/22,2.617
2018/2/23,2.631
2018/2/24,#N/A
2018/2/25,#N/A
2018/2/26,2.639
2018/2/27,2.694
2018/2/28,2.669
2018/3/1,2.693
2018/3/2,2.711
2018/3/3,#N/A
2018/3/4,#N/A
2018/3/5,2.705
2018/3/6,2.752
2018/3/7,2.785
2018/3/8,2.745
2018/3/9,2.717
2018/3/10,#N/A
2018/3/11,#N/A
2018/3/12,2.786
2018/3/13,2.788
2018/3/14,2.738
2018/3/15,2.684
2018/3/16,2.696
2018/3/17,#N/A
2018/3/18,#N/A
2018/3/19,2.659
2018/3/20,2.677
2018/3/21,2.648
2018/3/22,2.62
2018/3/23,2.586
2018/3/24,#N/A
2018/3/25,#N/A
2018/3/26,2.631
2018/3/27,2.699
2018/3/28,2.703
2018/3/29,2.731
2018/3/30,#N/A
2018/3/31,#N/A
2018/4/1,#N/A
2018/4/2,2.677
2018/4/3,2.695
2018/4/4,2.709
2018/4/5,2.679
2018/4/6,2.696
2018/4/7,#N/A
2018/4/8,#N/A
2018/4/9,2.698
2018/4/10,2.66
2018/4/11,2.673
2018/4/12,2.689
2018/4/13,2.736
2018/4/14,#N/A
2018/4/15,#N/A
2018/4/16,2.747
2018/4/17,2.742
2018/4/18,2.744
2018/4/19,2.676
2018/4/20,2.745
2018/4/21,#N/A
2018/4/22,#N/A
2018/4/23,2.744
2018/4/24,2.781
2018/4/25,2.789
2018/4/26,2.835
2018/4/27,2.769
2018/4/28,#N/A
2018/4/29,#N/A
2018/4/30,2.765
2018/5/1,2.802
2018/5/2,2.758
2018/5/3,2.73
2018/5/4,2.711
2018/5/5,#N/A
2018/5/6,#N/A
2018/5/7,2.735
2018/5/8,2.738
2018/5/9,2.735
2018/5/10,2.808
2018/5/11,2.819
2018/5/12,#N/A
2018/5/13,#N/A
2018/5/14,2.835
2018/5/15,2.829
2018/5/16,2.817
2018/5/17,2.853
2018/5/18,2.837
2018/5/19,#N/A
2018/5/20,#N/A
2018/5/21,2.827
2018/5/22,2.903
2018/5/23,2.924
2018/5/24,2.932
2018/5/25,2.929
2018/5/26,#N/A
2018/5/27,#N/A
2018/5/28,2.961
2018/5/29,2.87
2018/5/30,2.897
2018/5/31,2.953
2018/6/1,2.982
2018/6/2,#N/A
2018/6/3,#N/A
2018/6/4,2.927
2018/6/5,2.891
2018/6/6,2.9
2018/6/7,2.933
2018/6/8,2.905
2018/6/9,#N/A
2018/6/10,#N/A
2018/6/11,2.953
2018/6/12,2.942
2018/6/13,2.958
2018/6/14,2.969
2018/6/15,3.028
2018/6/16,#N/A
2018/6/17,#N/A
2018/6/18,2.953
2018/6/19,2.915
2018/6/20,2.965
2018/6/21,2.982
2018/6/22,2.943
2018/6/23,#N/A
2018/6/24,#N/A
2018/6/25,2.932
2018/6/26,2.95
2018/6/27,2.98
2018/6/28,2.952
2018/6/29,2.919
2018/6/30,#N/A
2018/7/1,#N/A
2018/7/2,2.861
2018/7/3,2.861
2018/7/4,2.842
2018/7/5,2.831
2018/7/6,2.85
2018/7/7,#N/A
2018/7/8,#N/A
2018/7/9,2.828
2018/7/10,2.784
2018/7/11,2.825
2018/7/12,2.8
2018/7/13,2.758
2018/7/14,#N/A
2018/7/15,#N/A
2018/7/16,2.767
2018/7/17,2.743
2018/7/18,2.73
2018/7/19,2.767
2018/7/20,2.762
2018/7/21,#N/A
2018/7/22,#N/A
2018/7/23,2.721
2018/7/24,2.739
2018/7/25,2.778
2018/7/26,2.775
2018/7/27,2.807
2018/7/28,#N/A
2018/7/29,#N/A
2018/7/30,2.8
2018/7/31,2.781
2018/8/1,2.746
2018/8/2,2.819
2018/8/3,2.849
2018/8/4,#N/A
2018/8/5,#N/A
2018/8/6,2.861
2018/8/7,2.891
2018/8/8,2.945
2018/8/9,2.946
2018/8/10,2.935
2018/8/11,#N/A
2018/8/12,#N/A
2018/8/13,2.926
2018/8/14,2.955
2018/8/15,2.939
2018/8/16,2.911
2018/8/17,2.944
2018/8/18,#N/A
2018/8/19,#N/A
2018/8/20,2.952
2018/8/21,2.989
2018/8/22,2.956
2018/8/23,2.97
2018/8/24,2.913
2018/8/25,#N/A
2018/8/26,#N/A
2018/8/27,2.876
2018/8/28,2.86
2018/8/29,2.864
2018/8/30,2.883
2018/8/31,2.921
2018/9/1,#N/A
2018/9/2,#N/A
2018/9/3,#N/A
2018/9/4,2.814
2018/9/5,2.793
2018/9/6,2.775
2018/9/7,2.775
2018/9/8,#N/A
2018/9/9,#N/A
2018/9/10,2.808
2018/9/11,2.83
2018/9/12,2.824
2018/9/13,2.811
2018/9/14,2.769
2018/9/15,#N/A
2018/9/16,#N/A
2018/9/17,2.816
2018/9/18,2.927
2018/9/19,2.908
2018/9/20,2.958
2018/9/21,2.981
2018/9/22,#N/A
2018/9/23,#N/A
2018/9/24,3.043
2018/9/25,3.077
2018/9/26,2.985
2018/9/27,3.059
2018/9/28,3.001
2018/9/29,#N/A
2018/9/30,#N/A
2018/10/1,3.112
2018/10/2,3.164
2018/10/3,3.238
2018/10/4,3.191
2018/10/5,3.152
2018/10/6,#N/A
2018/10/7,#N/A
2018/10/8,3.281
2018/10/9,3.307
2018/10/10,3.275
2018/10/11,3.235
2018/10/12,3.149
2018/10/13,#N/A
2018/10/14,#N/A
2018/10/15,3.26
2018/10/16,3.253
2018/10/17,3.316
2018/10/18,3.227
2018/10/19,3.231
2018/10/20,#N/A
2018/10/21,#N/A
2018/10/22,3.135
2018/10/23,3.222
2018/10/24,3.186
2018/10/25,3.169
2018/10/26,3.202
2018/10/27,#N/A
2018/10/28,#N/A
2018/10/29,3.165
2018/10/30,3.214
2018/10/31,3.283
2018/11/1,3.239
2018/11/2,3.296
2018/11/3,#N/A
2018/11/4,#N/A
2018/11/5,3.558
2018/11/6,3.533
2018/11/7,3.532
2018/11/8,3.558
2018/11/9,3.724
2018/11/10,#N/A
2018/11/11,#N/A
2018/11/12,3.935
2018/11/13,4.072
2018/11/14,4.691
2018/11/15,3.901
2018/11/16,4.39
2018/11/17,#N/A
2018/11/18,#N/A
2018/11/19,4.584
2018/11/20,4.517
2018/11/21,4.451
2018/11/22,#N/A
2018/11/23,4.309
2018/11/24,#N/A
2018/11/25,#N/A
2018/11/26,4.232
2018/11/27,4.191
2018/11/28,4.74
2018/11/29,4.597
2018/11/30,4.64
2018/12/1,#N/A
2018/12/2,#N/A
2018/12/3,4.381
2018/12/4,4.512
2018/12/5,4.447
2018/12/6,4.368
2018/12/7,4.5
2018/12/8,#N/A
2018/12/9,#N/A
2018/12/10,4.518
2018/12/11,4.363
2018/12/12,4.097
2018/12/13,4.137
2018/12/14,3.787
2018/12/15,#N/A
2018/12/16,#N/A
2018/12/17,3.565
2018/12/18,3.834
2018/12/19,3.728
2018/12/20,3.707
2018/12/21,3.668
2018/12/22,#N/A
2018/12/23,#N/A
2018/12/24,3.459
2018/12/25,#N/A
2018/12/26,3.512
2018/12/27,3.637
2018/12/28,3.304
2018/12/29,#N/A
2018/12/30,#N/A
2018/12/31,2.96
2019/1/1,#N/A
2019/1/2,2.961
2019/1/3,2.922
2019/1/4,3.033
2019/1/5,#N/A
2019/1/6,#N/A
2019/1/7,2.957
2019/1/8,3.002
2019/1/9,2.99
2019/1/10,2.967
2019/1/11,3.157
2019/1/12,#N/A
2019/1/13,#N/A
2019/1/14,3.569
2019/1/15,3.446
2019/1/16,3.405
2019/1/17,3.414
2019/1/18,3.423
2019/1/19,#N/A
2019/1/20,#N/A
2019/1/21,#N/A
2019/1/22,3.062
2019/1/23,3.027
2019/1/24,3.134
2019/1/25,3.174
2019/1/26,#N/A
2019/1/27,#N/A
2019/1/28,2.928
2019/1/29,2.935
2019/1/30,2.872
2019/1/31,2.825
2019/2/1,2.733
2019/2/2,#N/A
2019/2/3,#N/A
2019/2/4,2.663
2019/2/5,2.681
2019/2/6,2.677
2019/2/7,2.57
2019/2/8,2.618
2019/2/9,#N/A
2019/2/10,#N/A
2019/2/11,2.647
2019/2/12,2.667
2019/2/13,2.588
2019/2/14,2.567
2019/2/15,2.632
2019/2/16,#N/A
2019/2/17,#N/A
2019/2/18,#N/A
2019/2/19,2.659
2019/2/20,2.647
2019/2/21,2.705
2019/2/22,2.698
2019/2/23,#N/A
2019/2/24,#N/A
2019/2/25,2.843
2019/2/26,2.84
2019/2/27,2.812
2019/2/28,2.807
2019/3/1,2.846
2019/3/2,#N/A
2019/3/3,#N/A
2019/3/4,2.852
2019/3/5,2.886
2019/3/6,2.842
2019/3/7,2.865
2019/3/8,2.864
2019/3/9,#N/A
2019/3/10,#N/A
2019/3/11,2.776
2019/3/12,2.791
2019/3/13,2.834
2019/3/14,2.85
2019/3/15,2.791
2019/3/16,#N/A
2019/3/17,#N/A
2019/3/18,2.842
2019/3/19,2.861
2019/3/20,2.83
2019/3/21,2.818
2019/3/22,2.753
2019/3/23,#N/A
2019/3/24,#N/A
2019/3/25,2.76
2019/3/26,2.729
2019/3/27,2.691
2019/3/28,2.72
2019/3/29,2.673
2019/3/30,#N/A
2019/3/31,#N/A
2019/4/1,2.705
2019/4/2,2.69
2019/4/3,2.675
2019/4/4,2.647
2019/4/5,2.679
2019/4/6,#N/A
2019/4/7,#N/A
2019/4/8,2.71
2019/4/9,2.706
2019/4/10,2.701
2019/4/11,2.67
2019/4/12,2.654
2019/4/13,#N/A
2019/4/14,#N/A
2019/4/15,2.588
2019/4/16,2.573
2019/4/17,2.505
2019/4/18,2.492
2019/4/19,#N/A
2019/4/20,#N/A
2019/4/21,#N/A
2019/4/22,2.53
2019/4/23,2.454
2019/4/24,2.471
2019/4/25,2.502
2019/4/26,2.53
2019/4/27,#N/A
2019/4/28,#N/A
2019/4/29,2.591
2019/4/30,2.571
2019/5/1,2.613
2019/5/2,2.586
2019/5/3,2.562
2019/5/4,#N/A
2019/5/5,#N/A
2019/5/6,2.521
2019/5/7,2.543
2019/5/8,2.604
2019/5/9,2.594
2019/5/10,2.619
2019/5/11,#N/A
2019/5/12,#N/A
2019/5/13,2.624
2019/5/14,2.653
2019/5/15,2.605
2019/5/16,2.639
2019/5/17,2.624
2019/5/18,#N/A
2019/5/19,#N/A
2019/5/20,2.668
2019/5/21,2.618
2019/5/22,2.552
2019/5/23,2.58
2019/5/24,2.597
2019/5/25,#N/A
2019/5/26,#N/A
2019/5/27,#N/A
2019/5/28,2.577
2019/5/29,2.619
2019/5/30,2.559
2019/5/31,2.464
2019/6/1,#N/A
2019/6/2,#N/A
2019/6/3,2.41
2019/6/4,2.419
2019/6/5,2.37
2019/6/6,2.335
2019/6/7,2.337
2019/6/8,#N/A
2019/6/9,#N/A
2019/6/10,2.36
2019/6/11,2.399
2019/6/12,2.38
2019/6/13,2.326
2019/6/14,2.388
2019/6/15,#N/A
2019/6/16,#N/A
2019/6/17,2.376
2019/6/18,2.331
2019/6/19,2.279
2019/6/20,2.214
2019/6/21,2.197
2019/6/22,#N/A
2019/6/23,#N/A
2019/6/24,2.301
2019/6/25,2.284
2019/6/26,2.292
2019/6/27,2.323
2019/6/28,2.316
2019/6/29,#N/A
2019/6/30,#N/A
2019/7/1,2.265
2019/7/2,2.239
2019/7/3,2.288
2019/7/4,#N/A
2019/7/5,2.398
2019/7/6,#N/A
2019/7/7,#N/A
2019/7/8,2.4
2019/7/9,2.432
2019/7/10,2.445
2019/7/11,2.409
2019/7/12,2.458
2019/7/13,#N/A
2019/7/14,#N/A
2019/7/15,2.396
2019/7/16,2.319
2019/7/17,2.31
2019/7/18,2.29
2019/7/19,2.253
2019/7/20,#N/A
2019/7/21,#N/A
2019/7/22,2.317
2019/7/23,2.29
2019/7/24,2.229
2019/7/25,2.238
2019/7/26,2.173
2019/7/27,#N/A
2019/7/28,#N/A
2019/7/29,2.14
2019/7/30,2.14
2019/7/31,2.239
2019/8/1,2.169
2019/8/2,2.141
2019/8/3,#N/A
2019/8/4,#N/A
2019/8/5,2.093
2019/8/6,2.101
2019/8/7,2.087
2019/8/8,2.124
2019/8/9,2.128
2019/8/10,#N/A
2019/8/11,#N/A
2019/8/12,2.108
2019/8/13,2.162
2019/8/14,2.159
2019/8/15,2.22
2019/8/16,2.202
2019/8/17,#N/A
2019/8/18,#N/A
2019/8/19,2.202
2019/8/20,2.215
2019/8/21,2.168
2019/8/22,2.15
2019/8/23,2.157
2019/8/24,#N/A
2019/8/25,#N/A
2019/8/26,2.227
2019/8/27,2.203
2019/8/28,2.232
2019/8/29,2.287
2019/8/30,2.28
2019/8/31,#N/A
2019/9/1,#N/A
2019/9/2,#N/A
2019/9/3,2.348
2019/9/4,2.443
2019/9/5,2.435
2019/9/6,2.489
2019/9/7,#N/A
2019/9/8,#N/A
2019/9/9,2.607
2019/9/10,2.58
2019/9/11,2.545
2019/9/12,2.575
2019/9/13,2.621
2019/9/14,#N/A
2019/9/15,#N/A
2019/9/16,2.687
2019/9/17,2.664
2019/9/18,2.634
2019/9/19,2.546
2019/9/20,2.535
2019/9/21,#N/A
2019/9/22,#N/A
2019/9/23,2.534
2019/9/24,2.501
2019/9/25,2.514
2019/9/26,2.412
2019/9/27,2.396
2019/9/28,#N/A
2019/9/29,#N/A
2019/9/30,2.327
2019/10/1,2.295
2019/10/2,2.255
2019/10/3,2.338
2019/10/4,2.349
2019/10/5,#N/A
2019/10/6,#N/A
2019/10/7,2.299
2019/10/8,2.289
2019/10/9,2.239
2019/10/10,2.205
2019/10/11,2.222
2019/10/12,#N/A
2019/10/13,#N/A
2019/10/14,2.282
2019/10/15,2.342
2019/10/16,2.292
2019/10/17,2.319
2019/10/18,2.359
2019/10/19,#N/A
2019/10/20,#N/A
2019/10/21,2.241
2019/10/22,2.277
2019/10/23,2.282
2019/10/24,2.33
2019/10/25,2.315
2019/10/26,#N/A
2019/10/27,#N/A
2019/10/28,2.458
2019/10/29,2.522
2019/10/30,2.688
2019/10/31,2.638
2019/11/1,2.7
2019/11/2,#N/A
2019/11/3,#N/A
2019/11/4,2.819
2019/11/5,2.868
2019/11/6,2.833
2019/11/7,2.785
2019/11/8,2.789
2019/11/9,#N/A
2019/11/10,#N/A
2019/11/11,2.635
2019/11/12,2.618
2019/11/13,2.674
2019/11/14,2.642
2019/11/15,2.675
2019/11/16,#N/A
2019/11/17,#N/A
2019/11/18,2.535
2019/11/19,2.505
2019/11/20,2.562
